date,department_id,occupied_beds,emergency_cases,revenue,total_beds,occupancy_rate,day_of_week,month,weekend
2025-07-13,7,4,2,237499,47,8.51063829787234,6,7,1
2025-07-13,8,3,0,198974,37,8.108108108108109,6,7,1
2025-07-13,9,1,1,133245,37,2.7027027027027026,6,7,1
2025-07-13,10,1,1,25549,46,2.1739130434782608,6,7,1
2025-07-13,12,2,2,71519,49,4.081632653061225,6,7,1
2025-07-14,1,1,0,70791,39,2.564102564102564,0,7,0
2025-07-14,2,1,1,144975,35,2.857142857142857,0,7,0
2025-07-14,5,2,1,181608,48,4.166666666666666,0,7,0
2025-07-14,6,2,2,245199,40,5.0,0,7,0
2025-07-14,7,3,1,179686,47,6.382978723404255,0,7,0
2025-07-14,8,2,0,65705,37,5.405405405405405,0,7,0
2025-07-14,9,1,1,133245,37,2.7027027027027026,0,7,0
2025-07-14,10,1,1,25549,46,2.1739130434782608,0,7,0
2025-07-14,12,1,1,9518,49,2.0408163265306123,0,7,0
2025-07-15,1,1,0,70791,39,2.564102564102564,1,7,0
2025-07-15,2,1,1,144975,35,2.857142857142857,1,7,0
2025-07-15,5,2,1,181608,48,4.166666666666666,1,7,0
2025-07-15,6,2,2,245199,40,5.0,1,7,0
2025-07-15,7,3,1,179686,47,6.382978723404255,1,7,0
2025-07-15,8,2,0,65705,37,5.405405405405405,1,7,0
2025-07-15,9,2,1,282117,37,5.405405405405405,1,7,0
2025-07-15,10,2,1,44338,46,4.3478260869565215,1,7,0
2025-07-15,12,1,1,9518,49,2.0408163265306123,1,7,0
2025-07-16,1,1,0,70791,39,2.564102564102564,2,7,0
2025-07-16,2,1,1,144975,35,2.857142857142857,2,7,0
2025-07-16,5,1,0,60588,48,2.083333333333333,2,7,0
2025-07-16,6,1,1,130432,40,2.5,2,7,0
2025-07-16,7,3,1,179686,47,6.382978723404255,2,7,0
2025-07-16,8,2,0,65705,37,5.405405405405405,2,7,0
2025-07-16,9,2,1,282117,37,5.405405405405405,2,7,0
2025-07-16,10,1,0,18789,46,2.1739130434782608,2,7,0
2025-07-16,12,2,1,31959,49,4.081632653061225,2,7,0
2025-07-17,1,1,0,70791,39,2.564102564102564,3,7,0
2025-07-17,5,1,0,60588,48,2.083333333333333,3,7,0
2025-07-17,6,1,1,130432,40,2.5,3,7,0
2025-07-17,7,2,1,47414,47,4.25531914893617,3,7,0
2025-07-17,8,2,0,65705,37,5.405405405405405,3,7,0
2025-07-17,9,2,1,282117,37,5.405405405405405,3,7,0
2025-07-17,10,1,0,18789,46,2.1739130434782608,3,7,0
2025-07-17,12,4,1,219342,49,8.16326530612245,3,7,0
2025-07-18,2,1,0,51870,35,2.857142857142857,4,7,0
2025-07-18,5,2,1,121034,48,4.166666666666666,4,7,0
2025-07-18,6,1,1,130432,40,2.5,4,7,0
2025-07-18,7,2,1,47414,47,4.25531914893617,4,7,0
2025-07-18,8,2,0,65705,37,5.405405405405405,4,7,0
2025-07-18,9,3,1,423150,37,8.108108108108109,4,7,0
2025-07-18,10,1,0,18789,46,2.1739130434782608,4,7,0
2025-07-18,12,4,1,219342,49,8.16326530612245,4,7,0
2025-07-19,2,1,0,51870,35,2.857142857142857,5,7,1
2025-07-19,5,3,1,210341,48,6.25,5,7,1
2025-07-19,6,1,1,130432,40,2.5,5,7,1
2025-07-19,8,1,0,28240,37,2.7027027027027026,5,7,1
2025-07-19,9,3,0,432308,37,8.108108108108109,5,7,1
2025-07-19,12,3,0,209824,49,6.122448979591836,5,7,1
2025-07-20,2,2,0,123229,35,5.714285714285714,6,7,1
2025-07-20,5,2,0,149895,48,4.166666666666666,6,7,1
2025-07-20,8,1,0,28240,37,2.7027027027027026,6,7,1
2025-07-20,9,3,0,432308,37,8.108108108108109,6,7,1
2025-07-20,12,2,0,60974,49,4.081632653061225,6,7,1
2025-07-21,2,2,0,123229,35,5.714285714285714,0,7,0
2025-07-21,3,1,0,32633,44,2.272727272727273,0,7,0
2025-07-21,5,2,0,149895,48,4.166666666666666,0,7,0
2025-07-21,8,1,0,28240,37,2.7027027027027026,0,7,0
2025-07-21,9,3,0,432308,37,8.108108108108109,0,7,0
2025-07-21,11,1,0,115038,44,2.272727272727273,0,7,0
2025-07-21,12,1,0,22441,49,2.0408163265306123,0,7,0
2025-07-22,1,1,1,135676,39,2.564102564102564,1,7,0
2025-07-22,2,2,1,98548,35,5.714285714285714,1,7,0
2025-07-22,3,1,0,32633,44,2.272727272727273,1,7,0
2025-07-22,5,1,0,89307,48,2.083333333333333,1,7,0
2025-07-22,8,1,0,28240,37,2.7027027027027026,1,7,0
2025-07-22,9,4,0,522971,37,10.81081081081081,1,7,0
2025-07-22,11,1,0,115038,44,2.272727272727273,1,7,0
2025-07-22,12,1,0,22441,49,2.0408163265306123,1,7,0
2025-07-23,1,1,1,135676,39,2.564102564102564,2,7,0
2025-07-23,2,2,1,98548,35,5.714285714285714,2,7,0
2025-07-23,3,1,0,32633,44,2.272727272727273,2,7,0
2025-07-23,5,1,0,89307,48,2.083333333333333,2,7,0
2025-07-23,6,1,0,32160,40,2.5,2,7,0
2025-07-23,9,3,0,374099,37,8.108108108108109,2,7,0
2025-07-23,11,2,1,164200,44,4.545454545454546,2,7,0
2025-07-23,12,1,0,22441,49,2.0408163265306123,2,7,0
2025-07-24,1,1,1,135676,39,2.564102564102564,3,7,0
2025-07-24,2,2,1,98548,35,5.714285714285714,3,7,0
2025-07-24,3,1,0,32633,44,2.272727272727273,3,7,0
2025-07-24,5,1,0,89307,48,2.083333333333333,3,7,0
2025-07-24,6,1,0,32160,40,2.5,3,7,0
2025-07-24,9,3,1,319460,37,8.108108108108109,3,7,0
2025-07-24,10,2,1,234841,46,4.3478260869565215,3,7,0
2025-07-24,11,2,1,164200,44,4.545454545454546,3,7,0
2025-07-24,12,1,0,22441,49,2.0408163265306123,3,7,0
2025-07-25,1,1,1,135676,39,2.564102564102564,4,7,0
2025-07-25,2,2,1,98548,35,5.714285714285714,4,7,0
2025-07-25,3,3,1,266326,44,6.8181818181818175,4,7,0
2025-07-25,4,1,0,76252,34,2.941176470588235,4,7,0
2025-07-25,6,1,0,32160,40,2.5,4,7,0
2025-07-25,9,4,2,392133,37,10.81081081081081,4,7,0
2025-07-25,10,2,1,234841,46,4.3478260869565215,4,7,0
2025-07-25,11,2,1,164200,44,4.545454545454546,4,7,0
2025-07-26,1,1,1,135676,39,2.564102564102564,5,7,1
2025-07-26,2,2,1,98548,35,5.714285714285714,5,7,1
2025-07-26,3,3,1,266326,44,6.8181818181818175,5,7,1
2025-07-26,4,1,0,76252,34,2.941176470588235,5,7,1
2025-07-26,6,1,0,32160,40,2.5,5,7,1
2025-07-26,9,4,2,392133,37,10.81081081081081,5,7,1
2025-07-26,10,1,1,117656,46,2.1739130434782608,5,7,1
2025-07-27,1,1,1,135676,39,2.564102564102564,6,7,1
2025-07-27,2,1,0,71359,35,2.857142857142857,6,7,1
2025-07-27,3,3,1,266326,44,6.8181818181818175,6,7,1
2025-07-27,4,2,0,90700,34,5.88235294117647,6,7,1
2025-07-27,6,1,0,32160,40,2.5,6,7,1
2025-07-27,9,3,2,251100,37,8.108108108108109,6,7,1
2025-07-27,10,1,1,117656,46,2.1739130434782608,6,7,1
2025-07-28,1,2,1,263540,39,5.128205128205128,0,7,0
2025-07-28,2,1,0,71359,35,2.857142857142857,0,7,0
2025-07-28,3,3,1,266326,44,6.8181818181818175,0,7,0
2025-07-28,4,2,0,90700,34,5.88235294117647,0,7,0
2025-07-28,7,1,1,106713,47,2.127659574468085,0,7,0
2025-07-28,9,2,2,160437,37,5.405405405405405,0,7,0
2025-07-28,10,3,1,255536,46,6.521739130434782,0,7,0
2025-07-29,1,2,1,263540,39,5.128205128205128,1,7,0
2025-07-29,2,1,0,71359,35,2.857142857142857,1,7,0
2025-07-29,3,2,1,233693,44,4.545454545454546,1,7,0
2025-07-29,4,4,2,323584,34,11.76470588235294,1,7,0
2025-07-29,5,2,2,115769,48,4.166666666666666,1,7,0
2025-07-29,7,1,1,106713,47,2.127659574468085,1,7,0
2025-07-29,9,2,2,160437,37,5.405405405405405,1,7,0
2025-07-29,10,4,1,339485,46,8.695652173913043,1,7,0
2025-07-30,1,2,1,263540,39,5.128205128205128,2,7,0
2025-07-30,3,1,0,116452,44,2.272727272727273,2,7,0
2025-07-30,4,5,3,358619,34,14.705882352941178,2,7,0
2025-07-30,5,3,3,190337,48,6.25,2,7,0
2025-07-30,6,1,0,125020,40,2.5,2,7,0
2025-07-30,7,2,2,112333,47,4.25531914893617,2,7,0
2025-07-30,9,2,2,160437,37,5.405405405405405,2,7,0
2025-07-30,10,3,1,268478,46,6.521739130434782,2,7,0
2025-07-31,1,2,1,263540,39,5.128205128205128,3,7,0
2025-07-31,3,1,0,116452,44,2.272727272727273,3,7,0
2025-07-31,4,5,3,358619,34,14.705882352941178,3,7,0
2025-07-31,5,3,3,190337,48,6.25,3,7,0
2025-07-31,6,1,0,125020,40,2.5,3,7,0
2025-07-31,7,3,3,213036,47,6.382978723404255,3,7,0
2025-07-31,9,2,2,160437,37,5.405405405405405,3,7,0
2025-07-31,10,2,0,150822,46,4.3478260869565215,3,7,0
2025-08-01,1,2,1,263540,39,5.128205128205128,4,8,0
2025-08-01,2,1,1,99884,35,2.857142857142857,4,8,0
2025-08-01,3,1,0,116452,44,2.272727272727273,4,8,0
2025-08-01,4,3,2,309136,34,8.823529411764707,4,8,0
2025-08-01,5,3,3,190337,48,6.25,4,8,0
2025-08-01,6,1,0,125020,40,2.5,4,8,0
2025-08-01,7,3,3,213036,47,6.382978723404255,4,8,0
2025-08-01,9,1,1,72673,37,2.7027027027027026,4,8,0
2025-08-01,10,2,0,150822,46,4.3478260869565215,4,8,0
2025-08-01,11,1,1,117312,44,2.272727272727273,4,8,0
2025-08-01,12,1,0,134968,49,2.0408163265306123,4,8,0
2025-08-02,1,1,0,127864,39,2.564102564102564,5,8,1
2025-08-02,2,1,1,99884,35,2.857142857142857,5,8,1
2025-08-02,3,2,1,132515,44,4.545454545454546,5,8,1
2025-08-02,4,3,2,309136,34,8.823529411764707,5,8,1
2025-08-02,5,3,3,190337,48,6.25,5,8,1
2025-08-02,6,1,0,125020,40,2.5,5,8,1
2025-08-02,7,3,3,213036,47,6.382978723404255,5,8,1
2025-08-02,9,2,2,210905,37,5.405405405405405,5,8,1
2025-08-02,10,1,0,83949,46,2.1739130434782608,5,8,1
2025-08-02,11,1,1,117312,44,2.272727272727273,5,8,1
2025-08-02,12,1,0,134968,49,2.0408163265306123,5,8,1
2025-08-03,1,1,0,127864,39,2.564102564102564,6,8,1
2025-08-03,2,2,1,242610,35,5.714285714285714,6,8,1
2025-08-03,3,3,1,156617,44,6.8181818181818175,6,8,1
2025-08-03,4,3,2,309136,34,8.823529411764707,6,8,1
2025-08-03,5,2,2,115769,48,4.166666666666666,6,8,1
2025-08-03,6,1,0,125020,40,2.5,6,8,1
2025-08-03,7,4,3,264581,47,8.51063829787234,6,8,1
2025-08-03,9,1,1,138232,37,2.7027027027027026,6,8,1
2025-08-03,11,1,1,117312,44,2.272727272727273,6,8,1
2025-08-03,12,1,0,134968,49,2.0408163265306123,6,8,1
2025-08-04,1,1,0,127864,39,2.564102564102564,0,8,0
2025-08-04,2,2,1,242610,35,5.714285714285714,0,8,0
2025-08-04,3,4,3,216337,44,9.090909090909092,0,8,0
2025-08-04,4,4,3,437223,34,11.76470588235294,0,8,0
2025-08-04,5,2,2,115769,48,4.166666666666666,0,8,0
2025-08-04,6,1,0,125020,40,2.5,0,8,0
2025-08-04,7,3,2,258961,47,6.382978723404255,0,8,0
2025-08-04,9,1,1,138232,37,2.7027027027027026,0,8,0
2025-08-04,10,1,0,96085,46,2.1739130434782608,0,8,0
2025-08-04,11,2,2,232020,44,4.545454545454546,0,8,0
2025-08-04,12,1,0,134968,49,2.0408163265306123,0,8,0
2025-08-05,1,1,0,127864,39,2.564102564102564,1,8,0
2025-08-05,2,2,1,242610,35,5.714285714285714,1,8,0
2025-08-05,3,3,2,200274,44,6.8181818181818175,1,8,0
2025-08-05,4,4,3,367751,34,11.76470588235294,1,8,0
2025-08-05,5,2,2,182023,48,4.166666666666666,1,8,0
2025-08-05,6,1,0,125020,40,2.5,1,8,0
2025-08-05,7,3,2,258961,47,6.382978723404255,1,8,0
2025-08-05,8,1,1,115573,37,2.7027027027027026,1,8,0
2025-08-05,9,1,1,138232,37,2.7027027027027026,1,8,0
2025-08-05,10,3,0,268616,46,6.521739130434782,1,8,0
2025-08-05,11,2,2,172935,44,4.545454545454546,1,8,0
2025-08-05,12,1,0,134968,49,2.0408163265306123,1,8,0
2025-08-06,1,1,0,127864,39,2.564102564102564,2,8,0
2025-08-06,2,2,1,242610,35,5.714285714285714,2,8,0
2025-08-06,3,2,2,176172,44,4.545454545454546,2,8,0
2025-08-06,4,4,3,367751,34,11.76470588235294,2,8,0
2025-08-06,5,2,2,182023,48,4.166666666666666,2,8,0
2025-08-06,6,1,0,125020,40,2.5,2,8,0
2025-08-06,7,3,2,258961,47,6.382978723404255,2,8,0
2025-08-06,8,1,1,115573,37,2.7027027027027026,2,8,0
2025-08-06,9,2,1,176214,37,5.405405405405405,2,8,0
2025-08-06,10,4,1,401929,46,8.695652173913043,2,8,0
2025-08-06,11,2,2,172935,44,4.545454545454546,2,8,0
2025-08-07,1,1,0,127864,39,2.564102564102564,3,8,0
2025-08-07,2,3,1,352943,35,8.571428571428571,3,8,0
2025-08-07,3,2,2,238989,44,4.545454545454546,3,8,0
2025-08-07,4,3,2,269416,34,8.823529411764707,3,8,0
2025-08-07,5,1,1,83113,48,2.083333333333333,3,8,0
2025-08-07,7,3,2,258961,47,6.382978723404255,3,8,0
2025-08-07,8,1,1,115573,37,2.7027027027027026,3,8,0
2025-08-07,9,2,1,176214,37,5.405405405405405,3,8,0
2025-08-07,10,5,2,426308,46,10.869565217391305,3,8,0
2025-08-07,11,2,2,172935,44,4.545454545454546,3,8,0
2025-08-08,2,3,1,352943,35,8.571428571428571,4,8,0
2025-08-08,3,2,2,238989,44,4.545454545454546,4,8,0
2025-08-08,4,1,0,6780,34,2.941176470588235,4,8,0
2025-08-08,5,1,1,83113,48,2.083333333333333,4,8,0
2025-08-08,7,4,3,309574,47,8.51063829787234,4,8,0
2025-08-08,8,1,1,115573,37,2.7027027027027026,4,8,0
2025-08-08,9,1,0,37982,37,2.7027027027027026,4,8,0
2025-08-08,10,5,2,426308,46,10.869565217391305,4,8,0
2025-08-08,11,2,2,172935,44,4.545454545454546,4,8,0
2025-08-09,1,1,0,24694,39,2.564102564102564,5,8,1
2025-08-09,2,2,1,210217,35,5.714285714285714,5,8,1
2025-08-09,3,1,1,130472,44,2.272727272727273,5,8,1
2025-08-09,4,2,1,155940,34,5.88235294117647,5,8,1
2025-08-09,6,1,1,44240,40,2.5,5,8,1
2025-08-09,7,3,2,200812,47,6.382978723404255,5,8,1
2025-08-09,8,2,1,243754,37,5.405405405405405,5,8,1
2025-08-09,9,1,0,37982,37,2.7027027027027026,5,8,1
2025-08-09,10,6,3,451165,46,13.043478260869565,5,8,1
2025-08-09,11,1,1,58227,44,2.272727272727273,5,8,1
2025-08-10,1,2,1,33755,39,5.128205128205128,6,8,1
2025-08-10,2,2,1,173497,35,5.714285714285714,6,8,1
2025-08-10,3,1,1,130472,44,2.272727272727273,6,8,1
2025-08-10,4,2,1,155940,34,5.88235294117647,6,8,1
2025-08-10,5,1,0,139924,48,2.083333333333333,6,8,1
2025-08-10,6,1,1,44240,40,2.5,6,8,1
2025-08-10,7,2,2,149267,47,4.25531914893617,6,8,1
2025-08-10,8,3,2,388106,37,8.108108108108109,6,8,1
2025-08-10,9,1,0,37982,37,2.7027027027027026,6,8,1
2025-08-10,10,6,3,451165,46,13.043478260869565,6,8,1
2025-08-10,11,1,1,58227,44,2.272727272727273,6,8,1
2025-08-11,1,2,1,33755,39,5.128205128205128,0,8,0
2025-08-11,2,2,1,173497,35,5.714285714285714,0,8,0
2025-08-11,3,2,1,214121,44,4.545454545454546,0,8,0
2025-08-11,4,2,1,155940,34,5.88235294117647,0,8,0
2025-08-11,5,1,0,139924,48,2.083333333333333,0,8,0
2025-08-11,6,1,1,44240,40,2.5,0,8,0
2025-08-11,7,2,1,192767,47,4.25531914893617,0,8,0
2025-08-11,8,3,2,388106,37,8.108108108108109,0,8,0
2025-08-11,9,1,1,91702,37,2.7027027027027026,0,8,0
2025-08-11,10,6,3,451165,46,13.043478260869565,0,8,0
2025-08-12,1,3,1,91546,39,7.6923076923076925,1,8,0
2025-08-12,2,2,1,173497,35,5.714285714285714,1,8,0
2025-08-12,3,3,2,356314,44,6.8181818181818175,1,8,0
2025-08-12,4,1,1,149160,34,2.941176470588235,1,8,0
2025-08-12,5,1,0,139924,48,2.083333333333333,1,8,0
2025-08-12,6,1,1,44240,40,2.5,1,8,0
2025-08-12,7,2,1,192767,47,4.25531914893617,1,8,0
2025-08-12,8,3,2,388106,37,8.108108108108109,1,8,0
2025-08-12,9,2,2,124557,37,5.405405405405405,1,8,0
2025-08-12,10,5,3,326717,46,10.869565217391305,1,8,0
2025-08-13,1,3,1,91546,39,7.6923076923076925,2,8,0
2025-08-13,2,2,1,173497,35,5.714285714285714,2,8,0
2025-08-13,3,3,2,356314,44,6.8181818181818175,2,8,0
2025-08-13,5,2,0,287532,48,4.166666666666666,2,8,0
2025-08-13,6,1,1,44240,40,2.5,2,8,0
2025-08-13,7,2,0,255567,47,4.25531914893617,2,8,0
2025-08-13,8,3,2,388106,37,8.108108108108109,2,8,0
2025-08-13,9,2,2,124557,37,5.405405405405405,2,8,0
2025-08-13,10,2,1,72940,46,4.3478260869565215,2,8,0
2025-08-14,1,2,1,66852,39,5.128205128205128,3,8,0
2025-08-14,2,2,1,173497,35,5.714285714285714,3,8,0
2025-08-14,3,3,2,356314,44,6.8181818181818175,3,8,0
2025-08-14,5,2,0,287532,48,4.166666666666666,3,8,0
2025-08-14,6,1,1,44240,40,2.5,3,8,0
2025-08-14,7,1,0,113413,47,2.127659574468085,3,8,0
2025-08-14,8,2,1,272533,37,5.405405405405405,3,8,0
2025-08-14,9,3,3,196815,37,8.108108108108109,3,8,0
2025-08-14,10,2,2,174578,46,4.3478260869565215,3,8,0
2025-08-15,1,4,1,127588,39,10.256410256410255,4,8,0
2025-08-15,2,1,1,63164,35,2.857142857142857,4,8,0
2025-08-15,3,3,2,356314,44,6.8181818181818175,4,8,0
2025-08-15,5,2,1,276387,48,4.166666666666666,4,8,0
2025-08-15,6,1,1,44240,40,2.5,4,8,0
2025-08-15,7,1,0,113413,47,2.127659574468085,4,8,0
2025-08-15,8,1,1,144352,37,2.7027027027027026,4,8,0
2025-08-15,9,3,3,196815,37,8.108108108108109,4,8,0
2025-08-15,10,1,1,149721,46,2.1739130434782608,4,8,0
2025-08-15,11,1,1,41622,44,2.272727272727273,4,8,0
2025-08-16,1,3,1,69797,39,7.6923076923076925,5,8,1
2025-08-16,2,3,2,164477,35,8.571428571428571,5,8,1
2025-08-16,3,2,1,214121,44,4.545454545454546,5,8,1
2025-08-16,5,2,1,276387,48,4.166666666666666,5,8,1
2025-08-16,6,1,1,44240,40,2.5,5,8,1
2025-08-16,7,1,0,113413,47,2.127659574468085,5,8,1
2025-08-16,8,1,1,144352,37,2.7027027027027026,5,8,1
2025-08-16,9,3,3,196815,37,8.108108108108109,5,8,1
2025-08-16,10,1,1,149721,46,2.1739130434782608,5,8,1
2025-08-16,11,1,1,41622,44,2.272727272727273,5,8,1
2025-08-16,12,1,0,70032,49,2.0408163265306123,5,8,1
2025-08-17,1,3,1,69797,39,7.6923076923076925,6,8,1
2025-08-17,2,3,2,164477,35,8.571428571428571,6,8,1
2025-08-17,3,3,2,257584,44,6.8181818181818175,6,8,1
2025-08-17,5,2,1,276387,48,4.166666666666666,6,8,1
2025-08-17,7,1,0,101216,47,2.127659574468085,6,8,1
2025-08-17,8,3,1,269439,37,8.108108108108109,6,8,1
2025-08-17,9,3,3,196815,37,8.108108108108109,6,8,1
2025-08-17,10,1,1,149721,46,2.1739130434782608,6,8,1
2025-08-17,11,2,1,166633,44,4.545454545454546,6,8,1
2025-08-17,12,1,0,70032,49,2.0408163265306123,6,8,1
2025-08-18,1,3,1,81974,39,7.6923076923076925,0,8,0
2025-08-18,2,1,0,55483,35,2.857142857142857,0,8,0
2025-08-18,3,2,1,127112,44,4.545454545454546,0,8,0
2025-08-18,5,2,1,276387,48,4.166666666666666,0,8,0
2025-08-18,6,1,1,10450,40,2.5,0,8,0
2025-08-18,7,1,0,101216,47,2.127659574468085,0,8,0
2025-08-18,8,2,0,125087,37,5.405405405405405,0,8,0
2025-08-18,9,3,3,196815,37,8.108108108108109,0,8,0
2025-08-18,10,1,1,149721,46,2.1739130434782608,0,8,0
2025-08-18,11,2,1,166633,44,4.545454545454546,0,8,0
2025-08-18,12,1,0,70032,49,2.0408163265306123,0,8,0
2025-08-19,1,3,0,216161,39,7.6923076923076925,1,8,0
2025-08-19,2,1,0,55483,35,2.857142857142857,1,8,0
2025-08-19,3,2,1,127112,44,4.545454545454546,1,8,0
2025-08-19,5,1,0,139924,48,2.083333333333333,1,8,0
2025-08-19,6,1,1,10450,40,2.5,1,8,0
2025-08-19,7,1,0,101216,47,2.127659574468085,1,8,0
2025-08-19,8,2,0,61909,37,5.405405405405405,1,8,0
2025-08-19,9,3,2,182777,37,8.108108108108109,1,8,0
2025-08-19,10,1,1,149721,46,2.1739130434782608,1,8,0
2025-08-19,11,2,1,166633,44,4.545454545454546,1,8,0
2025-08-19,12,1,0,70032,49,2.0408163265306123,1,8,0
2025-08-20,1,3,0,216161,39,7.6923076923076925,2,8,0
2025-08-20,2,1,0,55483,35,2.857142857142857,2,8,0
2025-08-20,3,1,1,43463,44,2.272727272727273,2,8,0
2025-08-20,5,1,0,139924,48,2.083333333333333,2,8,0
2025-08-20,6,1,1,10450,40,2.5,2,8,0
2025-08-20,7,1,0,101216,47,2.127659574468085,2,8,0
2025-08-20,8,2,0,61909,37,5.405405405405405,2,8,0
2025-08-20,9,2,1,91075,37,5.405405405405405,2,8,0
2025-08-20,10,2,1,227985,46,4.3478260869565215,2,8,0
2025-08-20,11,1,0,125011,44,2.272727272727273,2,8,0
2025-08-20,12,1,0,70032,49,2.0408163265306123,2,8,0
2025-08-21,1,4,0,275851,39,10.256410256410255,3,8,0
2025-08-21,2,2,0,174821,35,5.714285714285714,3,8,0
2025-08-21,3,2,1,165222,44,4.545454545454546,3,8,0
2025-08-21,4,1,1,148573,34,2.941176470588235,3,8,0
2025-08-21,5,1,0,77337,48,2.083333333333333,3,8,0
2025-08-21,6,1,1,10450,40,2.5,3,8,0
2025-08-21,7,1,0,101216,47,2.127659574468085,3,8,0
2025-08-21,8,2,0,61909,37,5.405405405405405,3,8,0
2025-08-21,9,3,1,107891,37,8.108108108108109,3,8,0
2025-08-21,10,1,0,78264,46,2.1739130434782608,3,8,0
2025-08-21,11,1,0,125011,44,2.272727272727273,3,8,0
2025-08-21,12,1,0,70032,49,2.0408163265306123,3,8,0
2025-08-22,1,3,0,254373,39,7.6923076923076925,4,8,0
2025-08-22,2,3,0,188581,35,8.571428571428571,4,8,0
